Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
05/20/2020,42.9,42.9,42.9,42.9,0.94,+2.24%,0,31
05/19/2020,41.96,41.96,41.96,41.96,-0.33,-0.78%,0,31
05/18/2020,42.29,42.29,42.29,42.29,1.25,+3.05%,0,31
05/15/2020,41.04,41.04,41.04,41.04,-0.05,-0.12%,0,31
05/14/2020,41.09,41.09,41.09,41.09,0.32,+0.78%,0,31
05/13/2020,40.77,40.77,40.77,40.77,0.29,+0.72%,0,31
05/12/2020,40.48,40.48,40.48,40.48,-0.05,-0.12%,0,31
05/11/2020,40.53,40.53,40.53,40.53,-1.08,-2.60%,0,31
05/08/2020,41.61,41.61,41.61,41.61,1.65,+4.13%,8,31
05/07/2020,39.96,39.96,39.96,39.96,0.4,+1.01%,0,31
05/06/2020,39.56,39.56,39.56,39.56,-0.44,-1.10%,0,31
05/05/2020,40,40,40,40,0.53,+1.34%,9,31
05/04/2020,39.47,39.47,39.47,39.47,-0.16,-0.40%,0,31
05/01/2020,39.63,39.63,39.63,39.63,-1.02,-2.51%,0,31
04/30/2020,40.65,40.65,40.65,40.65,1.02,+2.57%,0,31
04/29/2020,39.63,39.63,39.63,39.63,-0.08,-0.20%,0,31
04/28/2020,39.71,39.71,39.71,39.71,0.31,+0.79%,0,31
04/27/2020,39.4,39.4,39.4,39.4,-0.2,-0.51%,0,31
04/24/2020,39.6,39.6,39.6,39.6,-0.27,-0.68%,0,31
04/23/2020,39.87,39.87,39.87,39.87,-0.76,-1.87%,0,31
04/22/2020,40.63,40.63,40.63,40.63,1.79,+4.61%,0,31
04/21/2020,38.84,38.84,38.84,38.84,-2.54,-6.14%,0,31
04/20/2020,41.38,41.38,41.38,41.38,-0.21,-0.50%,0,31
04/17/2020,41.59,41.59,41.59,41.59,0.05,+0.12%,0,31
04/16/2020,41.54,41.54,41.54,41.54,-0.12,-0.29%,0,31
04/15/2020,41.66,41.66,41.66,41.66,-1.51,-3.50%,0,31
04/14/2020,43.17,43.17,43.17,43.17,0.95,+2.25%,0,31
04/13/2020,42.22,42.22,42.22,42.22,0.5,+1.20%,0,31
04/09/2020,41.72,41.72,41.72,41.72,0.21,+0.51%,0,31
04/08/2020,41.51,41.51,41.51,41.51,-0.37,-0.88%,0,31
04/07/2020,41.88,41.88,41.88,41.88,0.57,+1.38%,0,31
04/06/2020,41.31,41.31,41.31,41.31,0.92,+2.28%,0,31
04/03/2020,40.39,40.39,40.39,40.39,-0.98,-2.37%,0,31
04/02/2020,41.37,41.37,41.37,41.37,-0.21,-0.51%,0,31
04/01/2020,41.58,41.58,41.58,41.58,-0.9,-2.12%,23,31
03/31/2020,42.48,42.48,42.48,42.48,0,0.00%,0,46
03/30/2020,42.48,42.48,42.48,42.48,0.52,+1.24%,20,46
03/27/2020,41.96,41.96,41.96,41.96,0.69,+1.67%,0,66
03/26/2020,41.27,41.27,41.27,41.27,-0.48,-1.15%,0,66
03/25/2020,41.75,41.75,41.75,41.75,1.19,+2.93%,0,66
03/24/2020,40.56,40.56,40.56,40.56,0.79,+1.99%,0,66
03/23/2020,39.77,39.77,39.77,39.77,1.01,+2.61%,0,66
03/20/2020,38.76,38.76,38.76,38.76,-1.36,-3.39%,0,66
03/19/2020,40.12,40.12,40.12,40.12,0.19,+0.48%,0,66
03/18/2020,39.93,39.93,39.93,39.93,-3.49,-8.04%,0,66
03/17/2020,43.42,43.42,43.42,43.42,-0.13,-0.30%,0,66
03/16/2020,43.55,43.55,43.55,43.55,-2.7,-5.84%,0,66
03/13/2020,46.25,46.25,46.25,46.25,-1.01,-2.14%,0,66
03/12/2020,47.26,47.26,47.26,47.26,0.17,+0.36%,0,66
03/11/2020,47.09,47.09,47.09,47.09,0.21,+0.45%,0,66
03/10/2020,46.88,46.88,46.88,46.88,0.97,+2.11%,0,66
03/09/2020,45.91,45.91,45.91,45.91,-3.12,-6.36%,0,66
03/06/2020,49.03,49.03,49.03,49.03,-0.5,-1.01%,0,66
03/05/2020,49.53,49.53,49.53,49.53,0.01,+0.02%,0,66
03/04/2020,49.52,49.52,49.52,49.52,0.11,+0.22%,0,66
03/03/2020,49.41,49.41,49.41,49.41,0.19,+0.39%,0,66
03/02/2020,49.22,49.22,49.22,49.22,0.76,+1.57%,0,66
02/28/2020,48.46,48.46,48.46,48.46,-1.28,-2.57%,0,66
02/27/2020,49.74,49.74,49.74,49.74,-0.08,-0.16%,0,66
02/26/2020,49.82,49.82,49.82,49.82,-0.32,-0.64%,0,66
02/25/2020,50.14,50.14,50.14,50.14,-1.34,-2.60%,0,66
02/24/2020,51.48,51.48,51.48,51.48,-0.11,-0.21%,0,66
02/21/2020,51.59,51.59,51.59,51.59,-0.08,-0.15%,0,66
02/20/2020,51.67,51.67,51.67,51.67,0.09,+0.17%,0,66
02/19/2020,51.58,51.58,51.58,51.58,0.18,+0.35%,0,66
02/18/2020,51.4,51.4,51.4,51.4,0.53,+1.04%,0,66
02/14/2020,50.87,50.87,50.87,50.87,0.08,+0.16%,0,66
02/13/2020,50.79,50.79,50.79,50.79,-0.49,-0.96%,0,66
02/12/2020,51.28,51.28,51.28,51.28,-0.29,-0.56%,0,66
02/11/2020,51.57,51.57,51.57,51.57,-0.36,-0.69%,0,66
02/10/2020,51.93,51.93,51.93,51.93,0.21,+0.41%,0,66
02/07/2020,51.72,51.72,51.72,51.72,0.32,+0.62%,0,66
02/06/2020,51.4,51.4,51.4,51.4,0.7,+1.38%,0,66
02/05/2020,50.7,50.7,50.7,50.7,0.13,+0.26%,0,66
02/04/2020,50.57,50.57,50.57,50.57,-0.02,-0.04%,0,66
