Time,Open,High,Low,Last,Change,%Chg,Volume
12/17/2009,16.4125,16.4674,16.2931,16.3189,-0.2001,-1.21%,162657
12/16/2009,16.5319,16.6384,16.4706,16.519,0.029,+0.18%,238565
12/15/2009,16.5029,16.5061,16.3996,16.49,-0.0225,-0.14%,342975
12/14/2009,16.3673,16.519,16.3189,16.5125,0.2194,+1.35%,252507
12/11/2009,16.3157,16.3544,16.1672,16.2931,0.042,+0.26%,205413
12/10/2009,16.3028,16.4319,16.2189,16.2511,-0.029,-0.18%,254985
12/09/2009,16.2738,16.3479,16.0995,16.2801,-0.0453,-0.28%,245381
12/08/2009,16.3576,16.4351,16.2092,16.3254,-0.1614,-0.98%,400602
12/07/2009,16.4868,16.6287,16.3867,16.4868,-0.0354,-0.21%,331511
12/04/2009,16.5578,16.7482,16.3673,16.5222,0.0903,+0.55%,497578
12/03/2009,16.5513,16.7708,16.4287,16.4319,-0.1387,-0.84%,280700
12/02/2009,16.5287,16.6901,16.4512,16.5706,0.1065,+0.65%,853258
12/01/2009,16.1672,16.5158,16.1672,16.4641,0.2711,+1.67%,430037
11/30/2009,16.0865,16.206,16.0671,16.193,0.0354,+0.22%,230819
11/27/2009,15.8477,16.3286,15.7896,16.1576,-0.2291,-1.40%,1052781
11/25/2009,16.2738,16.419,16.2414,16.3867,0.171,+1.05%,462257
11/24/2009,16.1833,16.2382,16.0252,16.2157,0.0646,+0.40%,456369
11/23/2009,16.2511,16.3803,16.0768,16.1511,-0.0419,-0.26%,260252
11/20/2009,16.1382,16.2479,16.0574,16.193,-0.0162,-0.10%,309204
11/19/2009,16.2931,16.3706,16.1027,16.2092,-0.2679,-1.63%,368070
11/18/2009,16.6062,16.6094,16.3835,16.4771,-0.1388,-0.84%,533517
11/17/2009,16.5513,16.6771,16.4319,16.6159,0.0549,+0.33%,303627
11/16/2009,16.2963,16.6127,16.2963,16.561,0.3228,+1.99%,575032
11/13/2009,16.4028,16.4384,16.1479,16.2382,-0.1259,-0.77%,310754
11/12/2009,16.4868,16.5997,16.3254,16.3641,-0.1549,-0.94%,263350
11/11/2009,16.3803,16.5578,16.3415,16.519,0.3195,+1.97%,504394
11/10/2009,16.0801,16.2834,16.0446,16.1995,0.0452,+0.28%,343595
11/09/2009,16.193,16.2382,16.0639,16.1543,0.0742,+0.46%,369929
11/06/2009,15.8541,16.1382,15.8057,16.0801,0.1098,+0.69%,467215
11/05/2009,15.696,16.0381,15.6541,15.9703,0.4518,+2.91%,398124
11/04/2009,15.88,15.909,15.4926,15.5185,-0.2808,-1.78%,1108551
11/03/2009,15.215,15.809,15.2022,15.7993,0.4519,+2.94%,841793
11/02/2009,15.4345,15.696,15.199,15.3474,0.284,+1.89%,1576077
10/30/2009,15.3087,15.3732,15.0343,15.0634,-0.313,-2.04%,994846
10/29/2009,15.2634,15.4636,15.2409,15.3764,0.3324,+2.21%,1601177
10/28/2009,15.5895,15.5895,15.0182,15.044,-0.5583,-3.58%,1054025
10/27/2009,15.6314,15.8025,15.4926,15.6023,-0.0453,-0.29%,470005
10/26/2009,16.0414,16.1027,15.5927,15.6476,-0.3098,-1.94%,961073
10/23/2009,16.2317,16.2641,15.9412,15.9574,-0.255,-1.57%,449864
10/22/2009,16.0317,16.306,15.9349,16.2124,0.2098,+1.31%,348551
10/21/2009,16.1446,16.3706,15.98,16.0026,-0.2034,-1.26%,817938
10/20/2009,16.6771,16.6771,16.1866,16.206,-0.4421,-2.66%,431894
10/19/2009,16.7449,16.7933,16.561,16.6481,-0.0871,-0.52%,891983
10/16/2009,16.7449,16.8257,16.6255,16.7352,-0.1518,-0.90%,298671
10/15/2009,16.59,16.9225,16.5287,16.887,0.3745,+2.27%,865648
10/14/2009,16.4932,16.5578,16.2705,16.5125,0.2,+1.23%,1171139
10/13/2009,16.4416,16.5125,16.2221,16.3125,-0.1259,-0.77%,336159
10/12/2009,16.5384,16.6255,16.3931,16.4384,0.0421,+0.26%,172571
10/09/2009,16.3092,16.4609,16.2866,16.3963,0.0451,+0.28%,349483
10/08/2009,16.632,16.6578,16.2834,16.3512,-0.2259,-1.36%,384492
10/07/2009,16.5449,16.619,16.3931,16.5771,-0.0807,-0.48%,1007550
10/06/2009,16.561,16.7579,16.4384,16.6578,0.1646,+1.00%,311373
10/05/2009,16.6094,16.6546,16.4125,16.4932,-0.1162,-0.70%,933190
10/02/2009,16.5706,16.703,16.5513,16.6094,-0.1098,-0.66%,571315
10/01/2009,17.2937,17.3162,16.7192,16.7192,-0.6003,-3.47%,361874
09/30/2009,17.4744,17.5035,17.1065,17.3195,-0.1872,-1.07%,254674
09/29/2009,17.597,17.7035,17.4357,17.5067,-0.0743,-0.42%,199836
09/28/2009,17.3937,17.6745,17.355,17.581,0.3229,+1.87%,324695
09/25/2009,17.171,17.3711,17.1484,17.2581,-0.0194,-0.11%,190542
09/24/2009,17.5906,17.6422,17.1743,17.2775,-0.3002,-1.71%,370240
09/23/2009,17.9521,17.9553,17.5777,17.5777,-0.2841,-1.59%,859761
09/22/2009,18.2458,18.2458,17.8488,17.8618,-0.3162,-1.74%,377675
09/21/2009,17.9456,18.2361,17.752,18.178,0.1194,+0.66%,347003
09/18/2009,18.3717,18.3717,18.0586,18.0586,-0.2389,-1.31%,270167
09/17/2009,18.1748,18.3588,18.1038,18.2975,0.0968,+0.53%,300219
09/16/2009,18.1458,18.2103,18.0489,18.2007,0.1389,+0.77%,262730
09/15/2009,18.0586,18.2007,17.9489,18.0618,-0.0097,-0.05%,195499
09/14/2009,17.8294,18.0715,17.7229,18.0715,0.1872,+1.05%,224931
09/11/2009,17.7778,17.894,17.752,17.8843,0.1,+0.56%,106579
09/10/2009,17.6907,17.8165,17.6067,17.7843,0.1776,+1.01%,189612
09/09/2009,17.468,17.6971,17.4648,17.6067,0.1484,+0.85%,239184
09/08/2009,17.5713,17.6326,17.384,17.4583,-0.0258,-0.15%,276982
09/04/2009,17.1419,17.4841,17.1419,17.4841,0.326,+1.90%,369621
09/03/2009,17.2291,17.4454,17,17.1581,0.0129,+0.08%,575653
