Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
03/05/2018,51.4,51.4,51.4,51.4,0.73,+1.44%,977010,2469014
03/02/2018,50.67,50.67,50.67,50.67,0.03,+0.06%,1040814,2457804
03/01/2018,50.64,50.64,50.64,50.64,-0.31,-0.61%,1395837,2468735
02/28/2018,50.95,50.95,50.95,50.95,-1.54,-2.93%,1349655,2462234
02/27/2018,52.49,52.49,52.49,52.49,-0.39,-0.74%,957971,2460214
02/26/2018,52.88,52.88,52.88,52.88,0.61,+1.17%,810920,2453610
02/23/2018,52.27,52.27,52.27,52.27,0.79,+1.53%,900749,2434008
02/22/2018,51.48,51.48,51.48,51.48,0.14,+0.27%,1096895,2430049
02/21/2018,51.34,51.34,51.34,51.34,0.04,+0.08%,813882,2425517
02/20/2018,51.3,51.3,51.3,51.3,0.6,+1.18%,1339441,2430562
02/16/2018,50.7,50.7,50.7,50.7,0.29,+0.58%,1147661,2421110
02/15/2018,50.41,50.41,50.41,50.41,-0.06,-0.12%,1515184,2477064
02/14/2018,50.47,50.47,50.47,50.47,-0.01,-0.02%,1612908,2520377
02/13/2018,50.48,50.48,50.48,50.48,0.69,+1.39%,1253615,2530604
02/12/2018,49.79,49.79,49.79,49.79,0.23,+0.46%,1455165,2518019
02/09/2018,49.56,49.56,49.56,49.56,-0.54,-1.08%,1764311,2524015
02/08/2018,50.1,50.1,50.1,50.1,0.03,+0.06%,1866093,2543617
02/07/2018,50.07,50.07,50.07,50.07,-0.7,-1.38%,2015703,2550513
02/06/2018,50.77,50.77,50.77,50.77,-0.25,-0.49%,1495610,2589270
02/05/2018,51.02,51.02,51.02,51.02,-0.34,-0.66%,1980123,2587299
02/02/2018,51.36,51.36,51.36,51.36,-0.96,-1.83%,1954071,2637021
02/01/2018,52.32,52.32,52.32,52.32,-0.01,-0.02%,1402838,2680530
01/31/2018,52.33,52.33,52.33,52.33,-0.19,-0.36%,1158182,2648774
01/30/2018,52.52,52.52,52.52,52.52,-0.62,-1.17%,1286493,2643683
01/29/2018,53.14,53.14,53.14,53.14,-0.37,-0.69%,1206995,2644526
01/26/2018,53.51,53.51,53.51,53.51,-0.11,-0.21%,1333316,2648090
01/25/2018,53.62,53.62,53.62,53.62,0.18,+0.34%,1596241,2632514
01/24/2018,53.44,53.44,53.44,53.44,-0.54,-1.00%,1798089,2655181
01/23/2018,53.98,53.98,53.98,53.98,0.22,+0.41%,1100502,2587735
"Downloaded from Barchart.com as of 04-24-2024 05:44pm CDT"
