Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
01/23/2023,79.95,81.03,79.95,80.58,0.46,+0.57%,830920,1643165
01/20/2023,79.57,80.32,79.06,80.12,0.84,+1.06%,741196,1616175
01/19/2023,77.74,79.72,77.35,79.28,0.88,+1.12%,772121,1615815
01/18/2023,79.19,80.57,78.27,78.4,-0.32,-0.41%,987271,1621408
01/17/2023,79,79.83,77.77,78.72,-0.05,-0.06%,1168571,1613466
01/13/2023,77.74,78.92,77.23,78.77,1.13,+1.46%,895954,1595867
01/12/2023,76.81,77.99,76.58,77.64,0.75,+0.98%,928128,1574676
01/11/2023,74.56,76.98,74.56,76.89,1.91,+2.55%,1005420,1577926
01/10/2023,74.35,75.52,74.31,74.98,0.19,+0.25%,863813,1557092
01/09/2023,74.1,76.16,74.1,74.79,1.04,+1.41%,817571,1534440
01/06/2023,73.7,74.95,73.36,73.75,0.19,+0.26%,608676,1515033
01/05/2023,73.32,74.45,72.78,73.56,0.73,+1.00%,706565,1504805
01/04/2023,76.18,76.18,72.83,72.83,-2.98,-3.93%,899027,1501468
01/03/2023,77.94,78.73,75.64,75.81,-2.51,-3.20%,812025,1459936
12/30/2022,76.57,78.5,76.22,78.32,1.82,+2.38%,460409,1440291
12/29/2022,76.19,76.68,75.6,76.5,-0.68,-0.88%,396959,1430173
12/28/2022,77.67,77.84,76.03,77.18,-0.34,-0.44%,421323,1415605
12/27/2022,77.98,78.56,77.28,77.52,0.25,+0.32%,459899,1413545
12/23/2022,75.64,77.35,75.25,77.27,2.37,+3.16%,501325,1404638
12/22/2022,75.77,76.68,74.63,74.9,-0.81,-1.07%,463326,1394843
12/21/2022,74.15,75.99,74.05,75.71,1.35,+1.82%,559030,1399039
12/20/2022,74.43,74.44,73.37,74.36,0.66,+0.90%,551304,1394021
12/19/2022,73.53,74.21,73.06,73.7,0.58,+0.79%,575639,1397289
12/16/2022,73.94,73.94,72.51,73.12,-1.19,-1.60%,689612,1409494
12/15/2022,75.17,75.72,74.03,74.31,-1.5,-1.98%,713388,1413200
12/14/2022,74.54,76.07,74.54,75.81,1.14,+1.53%,789613,1429706
12/13/2022,73.54,75.04,73.36,74.67,1.42,+1.94%,888046,1450482
12/12/2022,71.79,73.58,71.11,73.25,1.57,+2.19%,835779,1462221
12/09/2022,71.72,72.63,71.11,71.68,-0.1,-0.14%,954585,1458924
12/08/2022,72.7,73.4,71.25,71.78,-0.69,-0.95%,1352272,1448121
12/07/2022,73.94,74.59,72.34,72.47,-1.74,-2.34%,979100,1447227
12/06/2022,76.8,77.17,73.8,74.21,-2.33,-3.04%,935416,1436728
12/05/2022,79.8,80.58,76.42,76.54,-2.04,-2.60%,854011,1437479
